brand,code,name,hex
Madeira,1702,Sea Foam Green,#779783
Cosmo,373,373,#77b8be
DMC,777,Raspberry very dark,#780d2c
CXC,CXC 777,Raspberry very dark,#780d2c
Madeira,512,Garnet Med,#78141e
Ariadna,1573,mauve ultra dark,#782832
Anchor,Anchor 944,Tan Very Dark,#783a0d
Ariadna,1772,desert sand dark,#783c28
Anchor,Anchor 1007,Flesh Very Dark,#784f42
Sullivans,Sullivans 45238,Beige Brown Medium,#785347
DMC,831,Golden Olive medium,#785c25
CXC,CXC 831,Golden Olive medium,#785c25
Cosmo,475,475,#78646c
Cosmo,554,554,#7868a2
Ariadna,1718,golden olive ultra dark,#786e32
Cosmo,715,715,#786e5b
Sullivans,Sullivans 45350,Pine Green,#787f4e
Anchor,Anchor 145,Navy Blue Very Light,#7884a4
Madeira,1512,Grey Green LT,#788570
Sullivans,Sullivans 45378,Baby Blue,#78a4d3
DMC,704,Chartreuse bright,#78ad44
CXC,CXC 704,Chartreuse bright,#78ad44
DMC,519,Sky Blue,#78b1c8
CXC,CXC 519,Sky Blue,#78b1c8
Ariadna,1677,aquamarine medium,#78e6a0
Cosmo,467,467,#792224
DMC,975,Golden Brown dark,#793a20
CXC,CXC 975,Golden Brown dark,#793a20
Anchor,Anchor 1018,Antique Mauve Light,#79454f
Finca,8327,Drab Brown dark,#796047
DMC,581,Moss Green,#797b29
CXC,CXC 581,Moss Green,#797b29
Anchor,Anchor 225,Christmas Green Very Light,#79a45e
Cosmo,2317,2317,#79ab7f
DMC,34,Dark Fuchsia,#7a3070
CXC,CXC 34,Dark Fuchsia,#7a3070
Finca,8075,Brown medium,#7a451f
Sullivans,Sullivans 45460,Mocha Beige Dark,#7a4931
Madeira,2009,Tan Med DK,#7a4b12
Ariadna,1583,antique rose dark,#7a5b77
DMC,451,Shell Grey dark,#7a6c6c
CXC,CXC 451,Shell Grey dark,#7a6c6c
Cosmo,153A,153A,#7a7a78
Cosmo,2662,2662,#7a85b7
Cosmo,2631,2631,#7a9f3d
Sullivans,Sullivans 45116,Sky Blue,#7aadce
DMC,598,Turquoise light,#7ab2b5
CXC,CXC 598,Turquoise light,#7ab2b5
Anchor,Anchor 1005,Christmas Red Ultra Very Dark,#7b0200
Sullivans,Sullivans 45390,Terra Cotta Very Dark,#7b0913
Madeira,706,Mauve DK,#7b2358
Cosmo,2003,2003,#7b235f
DMC,3803,Mauve medium,#7b2544
CXC,CXC 3803,Mauve medium,#7b2544
DMC,918,Red Copper dark,#7b2e23
CXC,CXC 918,Red Copper dark,#7b2e23
DMC,552,Violet medium,#7b3881
CXC,CXC 552,Violet medium,#7b3881
Anchor,Anchor 370,Coffee Medium,#7b471f
Anchor,Anchor 854,Avocado Light,#7b7052
Sullivans,Sullivans 45275,Antique Blue Light,#7b92aa
Finca,4723,,#7b9648
Cosmo,2212,2212,#7ba2d2
DMC,368,Pistachio Green light,#7ba476
CXC,CXC 368,Pistachio Green light,#7ba476
Finca,4636,Chartreuse,#7bb547
Anchor,Anchor 99,Violet Medium Dark,#7c3969
Madeira,2710,Antique Lavender Med,#7c4586
Cosmo,236,236,#7c474f
Anchor,Anchor 110,Lavender Medium,#7c4a8d
DMC,3862,Mocha Beige dark,#7c553e
CXC,CXC 3862,Mocha Beige dark,#7c553e
Cosmo,2037,2037,#7c685f
Cosmo,173,173,#7c73b7
DMC,340,Blue Violet medium,#7c76be
CXC,CXC 340,Blue Violet medium,#7c76be
Sullivans,Sullivans 45492,Raspberry Very Dark,#7d041a
Anchor,Anchor 89,Mauve Dark,#7d074d
Ariadna,1734,red copper very dark,#7d1419
Anchor,Anchor 310,Topaz Very Dark,#7d3b00
Cosmo,283,283,#7d4da2
Sullivans,Sullivans 45101,Shell Grey Dark,#7d6160
Ariadna,1808,beaver grey dark,#7d6e4b
DMC,3012,Khaki Green medium,#7d7340
CXC,CXC 3012,Khaki Green medium,#7d7340
Ariadna,1608A,blueberry dark,#7d74a8
Anchor,Anchor 843,Khaki Green Medium Light,#7d754c
DMC,647,Beaver Grey medium,#7d7b70
CXC,CXC 647,Beaver Grey medium,#7d7b70
Sullivans,Sullivans 45320,Brown Grey Medium,#7d7c61
Cosmo,2025,2025,#7dabcb
Sullivans,Sullivans 45164,Chartreuse Bright,#7dac36
Cosmo,325A,325A,#7dac3e
Anchor,Anchor 22,Garnet,#7e0520
Anchor,Anchor 907,Gold Medium,#7e5b27
Madeira,1902,Beige Grey Med,#7e746b
Madeira,1002,Antique Blue LT,#7ea5bb
Finca,3476,Sky Blue,#7eb1c8
Sullivans,Sullivans 45383,Peacock Blue Light,#7ec2d4
Sullivans,Sullivans 45264,Red Copper Dark,#7f1714
Madeira,2104,Hazelnut Brown Med,#7f5b37
DMC,840,Beige Brown medium,#7f5c4a
CXC,CXC 840,Beige Brown medium,#7f5c4a
Sullivans,Sullivans 45041,Lavender Dark,#7f5eac
Sullivans,Sullivans 45106,Avocado Green Very Light,#7f803d
Anchor,Anchor 849,Grey Blue Medium,#7f8381
Finca,4730,Parrot Green medium,#7fb335
Sullivans,Sullivans 45400,Mauve Medium Dark,#801639
Cosmo,486,486,#802064
Anchor,Anchor 78,Plum Medium Dark,#80294e
DMC,434,Brown light,#804625
CXC,CXC 434,Brown light,#804625
DMC,3726,Antique Mauve dark,#804653
CXC,CXC 3726,Antique Mauve dark,#804653
Madeira,2214,Topaz Ultra VY DK,#805104
Anchor,Anchor 392,Beige Grey Dark,#806e5d
Anchor,Anchor 280,Yellow Green,#807138
Ariadna,1794A,driftwood dark,#807568
Anchor,Anchor 900,Beaver Grey Light,#807e79
DMC,318,Steel Grey light,#808796
CXC,CXC 318,Steel Grey light,#808796
Madeira,1708,Blue Grey LT,#808b8a
Anchor,Anchor 920,Antique Blue Medium Light,#808b99
Cosmo,2018,2018,#809ba5
Sullivans,Sullivans 45081,Pistachio Green Light,#809e6b
Finca,2123,Antique Mauve dark,#814952
Madeira,2110,Avocado LT,#816942
Anchor,Anchor 118,Blue Violet Light,#8175ad
DMC,28,Medium Light Eggplant,#8178a0
CXC,CXC 28,Medium Light Eggplant,#8178a0
Cosmo,684,684,#818751
Cosmo,732,732,#819dbb
Cosmo,981A,981A,#819fa2
Madeira,511,Garnet,#820023
Finca,2415,Plum dark,#820043
Ariadna,1751,terracotta very dark,#821e28
DMC,3777,Terra Cotta very dark,#822529
CXC,CXC 3777,Terra Cotta very dark,#822529
Finca,2171,Garnet very dark,#822637
Anchor,Anchor 44,Garnet Dark,#822d3c
Ariadna,1590,violet very dark,#823273
DMC,208,Lavender very dark,#824596
CXC,CXC 208,Lavender very dark,#824596
Cosmo,2032,2032,#824877
Ariadna,1732,hazelnut brown dark,#82501b
Madeira,804,Lavender VY DK,#825392
DMC,370,Mustard medium,#826e3d
CXC,CXC 370,Mustard medium,#826e3d
Madeira,1906,Beige Grey,#826e5d
Finca,5236,Olive Green very dark,#827b30
Ariadna,1812,pewter grey dark,#828064
Ariadna,1706,khaki green dark,#828233
Anchor,Anchor 261,Laurel Green Medium,#828f67
DMC,3817,Celadon Green light,#82ab96
CXC,CXC 3817,Celadon Green light,#82ab96
Ariadna,1615,blue,#82b4ff
Ariadna,1699,fern green dark,#82e637
Ariadna,1657,turquoise green light,#82fadc
Madeira,509,Red DK,#830c34
Anchor,Anchor 970,Dusty Violet Dark,#834e50
Finca,2615,Lavender very dark,#835b8b
Finca,7408,Hazel Nut Brown very dark,#835e39
DMC,503,Blue Green medium,#839c8b
CXC,CXC 503,Blue Green medium,#839c8b
Sullivans,Sullivans 45129,Jade Light,#83ba97
Anchor,Anchor 1070,Jade Light,#83cfb4
Cosmo,2224,2224,#841f4a
Sullivans,Sullivans 45092,Hazel Nut Brown Dark,#844728
Sullivans,Sullivans 45324,Mocha Brown Medium,#847056
Ariadna,1712,olive green medium,#848200
Sullivans,Sullivans 45118,Fern Green,#848c70
Madeira,907,Cornflower Blue LT,#8499c2
Madeira,1410,Forest Green LT,#849e11
Cosmo,563,563,#84b9b3
DMC,3721,Shell Pink dark,#85303a
CXC,CXC 3721,Shell Pink dark,#85303a
Madeira,313,Copper DK,#853113
Ariadna,1751A,rosewood medium,#854b57
Sullivans,Sullivans 45482,Yellow Beige Very Dark,#854e2f
Cosmo,309,309,#855430
Cosmo,577A,577A,#855b2a
Finca,8487,Beige Grey very dark,#857b61
Cosmo,892,892,#858177
Cosmo,673,673,#858f37
Cosmo,923,923,#85996c
Madeira,1710,Dusty Blue LT,#859a9f
Anchor,Anchor 130,Sky Blue,#859abe
DMC,3840,Lavender Blue light,#85a3ce
CXC,CXC 3840,Lavender Blue light,#85a3ce
Ariadna,1623,cornflower blue light,#85aad6
Anchor,Anchor 241,Pistachio Green,#85ac6e
Sullivans,Sullivans 45078,Terra Cotta Dark,#861417
Sullivans,Sullivans 45198,Topaz Ultra Very Dark,#862f15
Anchor,Anchor 1004,Orange Spice Very Dark,#863a1a
Ariadna,1717,golden olive dark,#868628
Finca,1915,Garnet medium,#87071f
Ariadna,1557,garnet dark,#872f3b
Finca,7962,Desert Sand ultra very dark,#875539
Cosmo,774,774,#876c2b
Finca,8574,Beaver Grey dark,#877d73
DMC,907,Parrot Green light,#87a623
CXC,CXC 907,Parrot Green light,#87a623
DMC,827,Blue very light,#87b4d0
CXC,CXC 827,Blue very light,#87b4d0
DMC,164,Forest Green light,#87bf78
CXC,CXC 164,Forest Green light,#87bf78
DMC,498,Christmas Red dark,#880025
CXC,CXC 498,Christmas Red dark,#880025
Madeira,603,Plum Med,#881448
Anchor,Anchor 43,Garnet Medium,#882639
DMC,355,Terra Cotta dark,#882e2c
CXC,CXC 355,Terra Cotta dark,#882e2c
Anchor,Anchor 39,Dusty Pink Dark,#882e3c
Finca,1996,Shell Pink very dark,#883e43
DMC,33,Fuchsia,#884b8e
CXC,CXC 33,Fuchsia,#884b8e
Anchor,Anchor 373,Tan Medium Dark,#88623a
Anchor,Anchor 888,Hazelnut Brown Light,#886940
Cosmo,763,763,#88698a
Cosmo,823,823,#888133
Madeira,2702,Blue Violet VY DK,#888bb8
Anchor,Anchor 976,Blue Light,#8897ab
DMC,927,Grey Green light,#889a97
CXC,CXC 927,Grey Green light,#889a97
Madeira,1401,Green VY LT,#88ab68
Anchor,Anchor 167,Blue Green Light,#88bdca
Anchor,Anchor 1062,Teal Light,#88c3cf
DMC,816,Garnet,#89132c
CXC,CXC 816,Garnet,#89132c
Cosmo,2241,2241,#89212b
Madeira,2608,Antique Plum DK,#89263e
Anchor,Anchor 1049,Copper Medium Dark,#894a1c
Cosmo,2262,2262,#8961a8
Madeira,2202,Old Gold Med,#896723
Sullivans,Sullivans 45149,Beige Grey Dark,#897b63
Cosmo,367,367,#89816b
Anchor,Anchor 398,Pearl Grey,#89888a
DMC,3364,Pine Green,#89965f
CXC,CXC 3364,Pine Green,#89965f
Cosmo,534A,534A,#89a98c
Anchor,Anchor 1038,Baby Blue Medium,#89b0c8
Madeira,1308,Yellow Green,#89b92e
Sullivans,Sullivans 45289,Nile Green,#89d38f
Madeira,1209,Yellow Green Ultra V,#89dfa4
Ariadna,1571,mauve,#8a1a5b
Sullivans,Sullivans 45365,Shell Pink Dark,#8a202a
Madeira,809,Antique Mauve Med,#8a5d66
Madeira,1606,Khaki Green Med,#8a7c30
DMC,30,Medium Light Blueberry,#8a89b0
CXC,CXC 30,Medium Light Blueberry,#8a89b0
Ariadna,1608C,lavender blue dark,#8aa1ed
Sullivans,Sullivans 45134,Turquoise Light,#8ac1c8
Sullivans,Sullivans 45265,Red Copper,#8b120e
Anchor,Anchor 369,Coffee Medium Light,#8b5d3c
Cosmo,576,576,#8b6129
Sullivans,Sullivans 45083,Mustard Medium,#8b7245
DMC,3053,Green Grey,#8b9669
CXC,CXC 3053,Green Grey,#8b9669
Cosmo,334,334,#8bc895
DMC,564,Jade very light,#8bc9a3
CXC,CXC 564,Jade very light,#8bc9a3
Cosmo,897,897,#8bcdbd
Ariadna,1759,red chestnut dark,#8c0014
Anchor,Anchor 341,Mahogany Dark,#8c310f
Sullivans,Sullivans 45367,Antique Mauve Dark,#8c3c4e
Sullivans,Sullivans 45386,Desert Sand Very Dark,#8c433f
DMC,780,Topaz ultra very dark,#8c4a23
CXC,CXC 780,Topaz ultra very dark,#8c4a23
Madeira,2108,Drab Brown Med,#8c6f52
Madeira,1807,Shell Grey Med,#8c7b79
DMC,642,Beige Grey dark,#8c7d63
CXC,CXC 642,Beige Grey dark,#8c7d63
Madeira,1611,Sage Green LT,#8c8923
Sullivans,Sullivans 45059,Steel Grey Light,#8c8c9e
Ariadna,1803,olive gray,#8c9650
Ariadna,1635,steel grey light,#8c9696
Anchor,Anchor 265,Avocado Green Very Light,#8c9e47
Sullivans,Sullivans 45071,Blue Violet Light,#8c9fce
Ariadna,1647,green grey,#8ca09b
Ariadna,1634,antique blue light,#8ca0aa
DMC,3813,Blue Green light,#8cac9d
CXC,CXC 3813,Blue Green light,#8cac9d
Ariadna,1659,sea green light,#8cdcb4
Ariadna,1676,aquamarine,#8ce6aa
Anchor,Anchor 59,Pink Mauve Ultra Very Dark,#8d0142
Anchor,Anchor 884,Antique Mahogany Dark,#8d4c37
DMC,167,Yellow Beige very dark,#8d643a
CXC,CXC 167,Yellow Beige very dark,#8d643a
Madeira,1911,Beige Brown Med,#8d6957
DMC,3861,Cocoa light,#8d6c6a
CXC,CXC 3861,Cocoa light,#8d6c6a
Anchor,Anchor 870,Antique Violet Light,#8d6e83
Finca,7066,Golden Olive dark,#8d784b
DMC,471,Avocado Green very light,#8d9d54
CXC,CXC 471,Avocado Green very light,#8d9d54
Anchor,Anchor 175,Cornflower Blue Light,#8d9ec3
DMC,966,Baby Green medium,#8dbf8e
CXC,CXC 966,Baby Green medium,#8dbf8e
Cosmo,271,271,#8dc64e
Madeira,704,Cerise VY DK,#8e014a
Anchor,Anchor 1025,Dusty Rose Dark,#8e2731
Ariadna,1591,violet,#8e448e
Cosmo,434,434,#8e4e61
Sullivans,Sullivans 45233,Golden Olive,#8e5d21
DMC,420,Hazelnut Brown dark,#8e6034
CXC,CXC 420,Hazelnut Brown dark,#8e6034
Cosmo,2762,2762,#8e7193
Anchor,Anchor 232,Shell Grey Medium,#8e807f
Cosmo,553,553,#8e83b8
Cosmo,2172,2172,#8e87c2
Sullivans,Sullivans 45333,Green Grey,#8e9664
DMC,523,Fern Green light,#8e9773
CXC,CXC 523,Fern Green light,#8e9773
Cosmo,631,631,#8eaa4b
DMC,800,Delft Blue pale,#8eb2d4
CXC,CXC 800,Delft Blue pale,#8eb2d4
Madeira,909,Delft,#8eb2db
DMC,3325,Baby Blue light,#8eb8d8
CXC,CXC 3325,Baby Blue light,#8eb8d8
DMC,3761,Sky Blue light,#8ec4d8
CXC,CXC 3761,Sky Blue light,#8ec4d8
Anchor,Anchor 185,Turquoise Very Light,#8ed1c1
Sullivans,Sullivans 45218,Garnet,#8f0018
Sullivans,Sullivans 45108,Christmas Red Dark,#8f011a
Anchor,Anchor 1006,Dusty Rose Very Dark,#8f1800
Madeira,2606,Peach Ultra VY DK,#8f222a
Cosmo,466,466,#8f3234
Anchor,Anchor 5975,Terracotta Dark,#8f381a
Ariadna,1579A,antique mauve very dark,#8f4261
Cosmo,235,235,#8f6672
DMC,371,Mustard,#8f7a47
CXC,CXC 371,Mustard,#8f7a47
Finca,3139,Cornflower Blue light,#8f9cc1
Cosmo,317,317,#8fb98e
Anchor,Anchor 203,Emerald Green Ultra Very Light,#8fc095
Finca,4388,Jade light,#8fc098
Madeira,1112,Turquoise VY LT,#8fe9d0
Madeira,2213,Topaz VY DK,#905c05
Sullivans,Sullivans 45461,Mocha Beige Medium,#905f45
Sullivans,Sullivans 45459,Cocoa Light,#906873
Cosmo,714,714,#908773
DMC,3,Medium Tin,#908f90
CXC,CXC 03,Medium Tin,#908f90
Anchor,Anchor 1033,Antique Blue,#909aae
Cosmo,372,372,#90c6cf
Ariadna,1572,mauve dark,#910944
DMC,150,Dusty Rose ultra very dark,#911238
CXC,CXC 150,Dusty Rose ultra very dark,#911238
Madeira,508,Red Med DK,#911733
DMC,917,Plum medium,#911b5b
CXC,CXC 917,Plum medium,#911b5b
DMC,919,Red Copper,#912920
CXC,CXC 919,Red Copper,#912920
Cosmo,224,224,#91375b
Anchor,Anchor 1027,Shell Pink Medium Dark,#914e4c
Ariadna,1731,hazelnut,#91521b
Ariadna,1585,plum,#915d8c
Anchor,Anchor 1085,Taupe Dark,#917452
Sullivans,Sullivans 45084,Mustard,#917541
Finca,8742,Shell Grey dark,#917b73
Anchor,Anchor 853,Avocado Very Light,#91886b
Sullivans,Sullivans 45153,Beaver Grey Medium,#91937b
Sullivans,Sullivans 45414,Celadon Green Light,#91b5a6
Sullivans,Sullivans 45337,Baby Blue Light,#91bde0
Ariadna,1651,light turquoise,#91f5ff
Madeira,510,Christmas Red,#92002e
Cosmo,242,242,#921b36
Anchor,Anchor 1014,Mahogany Very Dark,#922700
DMC,22,Alizarin,#922a29
CXC,CXC 22,Alizarin,#922a29
Anchor,Anchor 92,Purple Medium,#924c89
DMC,553,Violet,#924f92
CXC,CXC 553,Violet,#924f92
Anchor,Anchor 379,Dusty Flesh Dark,#92685a
DMC,3863,Mocha Beige medium,#92694f
CXC,CXC 3863,Mocha Beige medium,#92694f
Cosmo,383,383,#927c6d
Cosmo,662,662,#929ec5
DMC,341,Blue Violet light,#929ecb
CXC,CXC 341,Blue Violet light,#929ecb
Madeira,1501,Avocado Green VY LT,#929f4b
Finca,3219,,#92b3d6
Finca,3312,Baby Blue,#92b4ce
Cosmo,2017,2017,#92b7b8
Cosmo,252,252,#92c2cf
DMC,3772,Desert Sand very dark,#935a4b
CXC,CXC 3772,Desert Sand very dark,#935a4b
Madeira,2010,Tan Med,#935d23
Anchor,Anchor 899,Brown Grey Light,#938375
DMC,3023,Brown Grey light,#938d76
CXC,CXC 3023,Brown Grey light,#938d76
Cosmo,152A,152A,#93918a
Finca,8688,,#9393a6
Sullivans,Sullivans 45271,Grey Green Light,#93a69e
Sullivans,Sullivans 45256,Parrot Green Light,#93b130
Sullivans,Sullivans 45210,Delft Blue Pale,#93b9de
Anchor,Anchor 349,Chocolate Medium,#945731
Anchor,Anchor 875,Sea Foam Green Light,#94b4a6
Ariadna,1691A,moss green dark,#94b552
Cosmo,163,163,#94b9d7
Ariadna,1594,heather very dark,#954075
Cosmo,2129,2129,#95432c
Madeira,712,Violet Med,#95447e
Finca,8620,Antique Violet medium,#956f7c
Sullivans,Sullivans 45119,Fern Green Light,#959a7b
DMC,157,Cornflower Blue very light,#95abca
CXC,CXC 157,Cornflower Blue very light,#95abca
DMC,813,Blue light,#95b2c9
CXC,CXC 813,Blue light,#95b2c9
DMC,3811,Turquoise very light,#95c5c6
CXC,CXC 3811,Turquoise very light,#95c5c6
Anchor,Anchor 1015,Mahogany Ultra Very Dark,#961815
Ariadna,1758,red chestnut medium,#962128
Ariadna,1743,mahogany medium,#96370e
Ariadna,1771,desert sand,#966450
Ariadna,1725,olive brown ultra dark,#966e1a
Finca,8320,Drab Brown,#967656
DMC,3042,Antique Violet light,#967c8d
CXC,CXC 3042,Antique Violet light,#967c8d
Ariadna,1793,gray chocolate,#96824b
DMC,3032,Mocha Brown medium,#968669
CXC,CXC 3032,Mocha Brown medium,#968669
Ariadna,1816,steel dark,#96918c
Finca,5151,Fern Green,#969e7e
Ariadna,1685,green light,#96aa4a
Anchor,Anchor 214,Misty Green Very Light,#96b39b
Ariadna,1670,thyme,#96b482
Cosmo,523,523,#96b6da
Ariadna,1680,christmas green light,#96c65a
Ariadna,1665,soiled emerald light,#96dcb4
Ariadna,1611,blue light,#96dcf0
Sullivans,Sullivans 45298,Sea Green Light,#96e5d7
Madeira,407,Salmon VY DK,#971929
Anchor,Anchor 77,Plum Medium,#97345e
Madeira,312,Copper Med DK,#973915
Anchor,Anchor 309,Topaz Medium Dark,#974400
Sullivans,Sullivans 45426,Old Gold Very Dark,#974f24
Anchor,Anchor 98,Violet Medium Light,#975284
Sullivans,Sullivans 45327,Antique Violet Light,#97859c
Cosmo,891,891,#979283
DMC,159,Grey Blue light,#97a6c5
CXC,CXC 159,Grey Blue light,#97a6c5
Sullivans,Sullivans 45438,Lavender Blue Light,#97b9e4
DMC,955,Nile Green light,#97dca8
CXC,CXC 955,Nile Green light,#97dca8
Finca,8072,Brown light,#985e33
Sullivans,Sullivans 45177,Olive Green Medium,#987b2a
DMC,733,Olive Green medium,#988630
CXC,CXC 733,Olive Green medium,#988630
DMC,648,Beaver Grey light,#98988b
CXC,CXC 648,Beaver Grey light,#98988b
Ariadna,1626B,ash blue,#98a6d1
Finca,3733,Grey Green medium,#98aeae
Cosmo,731,731,#98b3c8
Sullivans,Sullivans 45472,Cornflower Blue Very Light,#98b3d9
DMC,13,Medium Light Nile Green,#98c29c
CXC,CXC 13,Medium Light Nile Green,#98c29c
Anchor,Anchor 20,Garnet Light,#99112e
Madeira,211,Christmas Red Bright,#991629
Madeira,2501,Bright Terracotta DK,#992a20
DMC,3722,Shell Pink medium,#99444d
CXC,CXC 3722,Shell Pink medium,#99444d
Cosmo,654,654,#99465a
DMC,301,Mahogany medium,#994725
CXC,CXC 301,Mahogany medium,#994725
Ariadna,1762A,cocoa medium,#996d7b
DMC,612,Drab Brown light,#99815a
CXC,CXC 612,Drab Brown light,#99815a
Madeira,1814,Beaver Grey VY LT,#99a197
Cosmo,2117,2117,#99b060
Anchor,Anchor 140,Royal Blue Light,#99b4d7
Anchor,Anchor 1092,Teal Light,#99d8d2
DMC,304,Christmas Red medium,#9a0029
CXC,CXC 304,Christmas Red medium,#9a0029
Cosmo,129,129,#9a412b
Cosmo,706,706,#9a5d26
Madeira,2103,Hazelnut Brown LT,#9a714a
DMC,832,Golden Olive,#9a762c
CXC,CXC 832,Golden Olive,#9a762c
Finca,8157,Beige Brown medium,#9a7c5c
Sullivans,Sullivans 45321,Brown Grey Light,#9a937d
DMC,524,Fern Green very light,#9aa284
CXC,CXC 524,Fern Green very light,#9aa284
Sullivans,Sullivans 45228,Blue Very Light,#9ac3e2
Finca,2110,Antique Mauve dark,#9b5b66
Cosmo,308,308,#9b6438
Anchor,Anchor 109,Lavender Light,#9b69ac
DMC,841,Beige Brown light,#9b7863
CXC,CXC 841,Beige Brown light,#9b7863
Cosmo,474,474,#9b888d
Madeira,1014,Blue LT,#9bc3cc
Sullivans,Sullivans 45299,Baby Green Medium,#9bc79e
Cosmo,412,412,#9bd2ee
Finca,2406,Plum,#9c2462
Cosmo,816A,816A,#9c2b54
DMC,3830,Terra Cotta,#9c3a36
CXC,CXC 3830,Terra Cotta,#9c3a36
DMC,3826,Golden Brown,#9c4d25
CXC,CXC 3826,Golden Brown,#9c4d25
Madeira,402,Terracotta Med LT,#9c4e40
Cosmo,762,762,#9c849d
Anchor,Anchor 848,Grey Blue Light,#9ca29e
Madeira,908,Blue Ultra VY LT,#9cc1c3
Cosmo,324,324,#9cc448
Cosmo,371,371,#9cc8c7
Anchor,Anchor 88,Mauve Medium,#9d2f6e
Sullivans,Sullivans 45366,Shell Pink Medium,#9d333f
Madeira,2714,Pink Purple DK,#9d3c71
Madeira,812,Shell Pink Med,#9d5864
Sullivans,Sullivans 45239,Beige Brown Light,#9d766a
DMC,3752,Antique Blue very light,#9db1bd
CXC,CXC 3752,Antique Blue very light,#9db1bd
Ariadna,1641,sea green light,#9dc2c2
Cosmo,842,842,#9dd5b7
Madeira,1210,Leaf Green VY LT,#9df6c1
Ariadna,1566,raspberry dark,#9e0b3a
Cosmo,485A,485A,#9e2679
DMC,3350,Dusty Rose ultra dark,#9e2946
CXC,CXC 3350,Dusty Rose ultra dark,#9e2946
Cosmo,2223,2223,#9e3061
Anchor,Anchor 340,Mahogany Medium Dark,#9e3812
Cosmo,465,465,#9e3f3d
Sullivans,Sullivans 45328,Yellow Beige Dark,#9e6843
Sullivans,Sullivans 45474,Grey Blue Light,#9ea3c8
Anchor,Anchor 254,Forest Green Very Light,#9ea668
Sullivans,Sullivans 45376,Antique Blue Very Light,#9eb7cc
Sullivans,Sullivans 45166,Plum,#9f0747
Sullivans,Sullivans 45423,Golden Brown,#9f361e
Sullivans,Sullivans 45199,Topaz Very Dark,#9f4d17
Sullivans,Sullivans 45200,Topaz Dark,#9f4d17
Sullivans,Sullivans 45158,Old Gold Dark,#9f5d2f
DMC,3045,Yellow Beige dark,#9f7646
CXC,CXC 3045,Yellow Beige dark,#9f7646
DMC,452,Shell Grey medium,#9f8b8b
CXC,CXC 452,Shell Grey medium,#9f8b8b
DMC,415,Pearl Grey,#9fa6b1
CXC,CXC 415,Pearl Grey,#9fa6b1
Anchor,Anchor 1096,Blue Grey Light,#9fb3c1
Anchor,Anchor 129,Sky Blue Light,#9fb4d8
DMC,3841,Baby Blue pale,#9fbcce
CXC,CXC 3841,Baby Blue pale,#9fbcce
Anchor,Anchor 160,Baby Blue,#9fc8e2
Sullivans,Sullivans 45465,Dusty Rose Ultra Very Dark,#a00a28
Ariadna,1780,golden brown dark,#a05028
Anchor,Anchor 901,Old Gold Dark,#a05f00
Sullivans,Sullivans 45425,Hazel Nut Brown,#a06a42
Finca,7073,Hazel Nut Brown dark,#a07042
Ariadna,1788,drab brown medium,#a08c3c
Ariadna,1792,gray chocolate,#a0965a
Ariadna,1797,beige grey dark,#a09664
Ariadna,1798,beige grey very dark,#a0995a
Madeira,1709,Blue Grey VY LT,#a0a19f
Anchor,Anchor 206,Jade Very Light,#a0cdb1
Ariadna,1686A,forest green,#a0cf9b
Ariadna,1664,peas,#a0f5aa
Sullivans,Sullivans 45049,Mahogany Medium,#a1381d
Finca,1984,Shell Pink dark,#a14b51
Cosmo,425,425,#a16d5b
DMC,166,Moss Green medium light,#a19f20
CXC,CXC 166,Moss Green medium light,#a19f20
Finca,3223,Blue light,#a1c2d7
Madeira,604,Plum,#a21c58
Sullivans,Sullivans 45096,Brown Very Light,#a25030
DMC,781,Topaz Very Dark,#a25f1f
CXC,CXC 781,Topaz Very Dark,#a25f1f
Madeira,2310,Flesh DK,#a2624d
DMC,3836,Grape light,#a26c90
CXC,CXC 3836,Grape light,#a26c90
Finca,1072,Topaz very dark,#a26d20
Madeira,2613,Dusty Violet DK,#a2728a
Anchor,Anchor 378,Dusty Flesh Medium,#a27567
Sullivans,Sullivans 45410,Blue Green Light,#a2beb3
Madeira,1409,Forest Green VY LT,#a2c078
DMC,162,Blue ultra very light,#a2c1d0
CXC,CXC 162,Blue ultra very light,#a2c1d0
Madeira,703,Cerise DK,#a30156
Madeira,507,Red,#a32541
Anchor,Anchor 63,Cerise,#a32c64
Sullivans,Sullivans 45045,Shell Pink Light,#a34256
Anchor,Anchor 76,Plum Medium Light,#a34663
Madeira,2602,Coffee Brown LT,#a35137
DMC,435,Brown very light,#a36134
CXC,CXC 435,Brown very light,#a36134
Anchor,Anchor 914,Flesh Dark,#a36b5b
Cosmo,773,773,#a38b35
DMC,372,Mustard light,#a39361
CXC,CXC 372,Mustard light,#a39361
DMC,3013,Khaki Green light,#a39f6a
CXC,CXC 3013,Khaki Green light,#a39f6a
Madeira,1511,Grey Green VY LT,#a3b49b
DMC,3348,Yellow Green light,#a3b86a
CXC,CXC 3348,Yellow Green light,#a3b86a
Cosmo,562,562,#a3d1c2
Sullivans,Sullivans 45130,Jade Very Light,#a3d4a8
Madeira,1208,Jade LT,#a3ffc7
Cosmo,858,858,#a4232a
Cosmo,815,815,#a42f5b
Cosmo,188,188,#a43328
DMC,920,Copper medium,#a43d25
CXC,CXC 920,Copper medium,#a43d25
DMC,3829,Old Gold very dark,#a46c2e
CXC,CXC 3829,Old Gold very dark,#a46c2e
Anchor,Anchor 1017,Antique Mauve Medium,#a46e79
Madeira,2210,Gold DK,#a47302
